2021-10-02 22:01:44.143 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 03 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 22:04:49.002 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3746 TURN RIGHT HEADING OF 110 DESCEND AND MAINTAIN 3000, cabin: true
2021-10-02 22:04:49.747 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 110, cabin: false
2021-10-02 22:05:32.813 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 14 031 MILES FROM JOLYN TURN RIGHT HEADING 150 MAINTAIN 3000 TILL ESTABLISHED ON APPROACH COURSE CLEARED RNAV RUNWAY 18R APPROACH, cabin: true
2021-10-02 22:05:33.395 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000 TILL ESTABLISHED, cabin: true
2021-10-02 22:05:34.395 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RIGHT APPROACH, cabin: true
2021-10-02 22:05:41.146 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3746 AT 3000 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:05:43.488 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AH 30 AH 19, cabin: true
2021-10-02 22:06:13.619 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 14 03 MAINTAIN 180 KNOTS UNTIL THE OUTER OK WELL BE TOWER 124.15, cabin: true
2021-10-02 22:06:14.137 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 2028, cabin: true
2021-10-02 22:06:16.049 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4 GOOD DAY, cabin: true
2021-10-02 22:06:22.007 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DOING ENVOY 3746 TURN LEFT HEADING 150 INTERCEPT THE APPROACH COURSE 18 RIGHT, cabin: true
2021-10-02 22:06:22.651 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 150, cabin: true
2021-10-02 22:07:13.085 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 14 03 HEAVY TOWER 124.15, cabin: true
2021-10-02 22:07:23.172 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3746 SIERRA CLEARED FOR THE R NAV RUNWAY 18 APPROACH MAINTAIN 180 KNOTS FOR LEFT, cabin: true
2021-10-02 22:07:24.955 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY MAINTAIN 18, cabin: true
2021-10-02 22:07:27.295 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND AH CLEARED RNAV 18, cabin: true
2021-10-02 22:07:37.856 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3746 CONTACT MESQUITE TOWER 124.15, cabin: true
2021-10-02 22:07:42.143 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 1 MORE CONTROL ON, cabin: true
2021-10-02 22:07:47.340 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3746 CONTACT EXECUTIVE TOWER 124.15, cabin: true
2021-10-02 22:07:48.942 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 2015 FOR YAH, cabin: true
2021-10-02 22:08:05.338 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY, cabin: true
2021-10-02 22:08:07.189 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 46000, cabin: true
2021-10-02 22:08:12.198 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: GOOD DAY, cabin: true
2021-10-02 22:08:16.745 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FRONTIER 264 VISUAL APPROACH RUNWAY 18R, cabin: true
2021-10-02 22:08:53.009 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FRONTIER 264 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:08:54.616 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DESCEND MAINTAIN 4000, cabin: true
2021-10-02 22:09:52.167 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: WEST JET 264 TURN RIGHT HEADING 110 DESCEND AND MAINTAIN 3000, cabin: true
2021-10-02 22:09:54.208 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 110 ON THE HEADING DOWN TO 3000, cabin: true
2021-10-02 22:11:09.142 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: APPROACH 5064 AT 3000 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:11:10.903 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000 FOR 19, cabin: true
2021-10-02 22:11:20.383 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FRONTIER 264 TURN RIGHT HEADING 150 INTERCEPT THE APPROACH FOR 18 RIGHT, cabin: true
2021-10-02 22:11:21.725 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 152, cabin: false
2021-10-02 22:11:28.559 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 465, cabin: true
2021-10-02 22:11:35.664 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: JET CENTER 1 YOU HAVE YOUR REQUEST 28 RIGHT, cabin: true
2021-10-02 22:11:38.358 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 718 RIGHT, cabin: false
2021-10-02 22:12:09.707 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: JET CENTER 12 HEAVY DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:12:11.693 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:12:20.627 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: NORTHWEST 6264 2 MILES 4 CLIMB MAINTAIN 3000 UNTIL ESTABLISHED ON APPROACH COURSE CLEARED RNAV RUNWAY 10R APPROACH, cabin: true
2021-10-02 22:12:21.971 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000 TILL ESTABLISHED, cabin: true
2021-10-02 22:12:22.691 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CLEARED RNAV, cabin: false
2021-10-02 22:12:29.203 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: JET CENTER 12 HEAVY TURN RIGHT HEADING 110, cabin: true
2021-10-02 22:12:30.994 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RIGHT 210 AND 10, cabin: false
2021-10-02 22:12:41.081 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FRONTIER 264 MAINTAIN 170 KNOTS OR GREATER TO THE ACTIVE YOULL BE TOWER 124.15, cabin: true
2021-10-02 22:12:42.238 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 170 OR BETTER IS HEADING AND AH OVER TO THE TOWER, cabin: false
2021-10-02 22:13:10.375 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: JET CENTER 12 HEAVY DESCEND AND MAINTAIN 3000 EXPECT YOUR DESCENT PLEASE, cabin: true
2021-10-02 22:13:12.854 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DESCEND MAINTAIN 3000, cabin: false
2021-10-02 22:13:56.560 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: JET CENTER 12 HEAVY AT 3000 REDUCE SPEED TO 1 7 0, cabin: true
2021-10-02 22:13:56.880 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: UP TO 3000, cabin: false
2021-10-02 22:13:58.379 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 170, cabin: true
2021-10-02 22:14:18.727 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CENTER 12 HEAVY TURN LEFT HEADING 150 INTERCEPT THE APPROACH COURSE 18 RIGHT, cabin: true
2021-10-02 22:14:19.218 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RIGHT TO 1 5 0, cabin: true
2021-10-02 22:14:20.693 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CESSNA 54, cabin: true
2021-10-02 22:14:21.955 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 090, cabin: true
2021-10-02 22:14:49.001 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND CENTER 12 HEAVY THE HOLD MAINTAIN 3000, cabin: true
2021-10-02 22:14:50.203 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RNAV, cabin: true
2021-10-02 22:14:55.355 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: HAVE ECHO, cabin: true
2021-10-02 22:14:59.568 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 034, cabin: true
2021-10-02 22:15:03.952 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: YOUR SPEED UP, cabin: true
2021-10-02 22:15:05.816 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: APPROACH, cabin: true
2021-10-02 22:15:34.875 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CENTER 12 HEAVY CONTACT THE TOWER 124.15, cabin: true
2021-10-02 22:15:36.098 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 24 15, cabin: true
2021-10-02 22:17:22.111 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: US AIR 745 REGIONAL APPROACH THANK YOU, cabin: true
2021-10-02 22:17:37.563 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1644 TURN LEFT HEADING 200 JUST THE LOCALIZER NORTHWEST CENTER, cabin: true
2021-10-02 22:17:49.028 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 4036 FREQUENCY 190, cabin: true
2021-10-02 22:18:23.421 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1644 3 MILES FROM BACK TO CROSS AT 6000 CLEARED ILS RUNWAY 144 IS AH MAINTAIN 100, cabin: true
2021-10-02 22:18:38.211 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 652109 REGIONAL APPROACH THANK YOU 1 BOSTON CENTER, cabin: true
2021-10-02 22:19:10.800 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 27, cabin: true
2021-10-02 22:19:15.256 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: TURN RIGHT 35 DIRECT THE LOCALIZER RUNWAY 17 CENTER, cabin: true
2021-10-02 22:19:22.241 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FEDEX 1745 WITH YOU SPEED TO 1 9 0, cabin: true
2021-10-02 22:19:33.274 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1644 MAINTAIN 170 KNOTS OR GREATER TILL JUST CONTACT YOU FOR THE TOWER NOW 126.5, cabin: true
2021-10-02 22:19:47.162 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2067 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:19:55.487 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CAP FLIGHT 1625 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:19:58.484 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 27, cabin: true
2021-10-02 22:20:03.429 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4000 CLEARED ILS, cabin: true
2021-10-02 22:21:37.143 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3698 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 22:21:53.855 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FOR DEPARTURE RADAR, cabin: true
2021-10-02 22:21:58.872 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1214 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 22:22:13.885 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 2414 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:22:15.064 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND 4000, cabin: true
2021-10-02 22:23:07.671 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 414, cabin: true
2021-10-02 22:23:08.994 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SPEED, cabin: true
2021-10-02 22:23:14.831 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY 190 WEST AT 4000 DOWN TO 3 THOU, cabin: true
2021-10-02 22:23:18.865 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 698 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:23:20.582 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 544, cabin: true
2021-10-02 22:24:42.054 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 698 AT 4000 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:24:43.466 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 417, cabin: true
2021-10-02 22:24:50.286 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FEDEX 3193 AT OR BELOW 2000 DESCENDING 6000, cabin: true
2021-10-02 22:24:52.645 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 821 XRAY RUNWAY ON YOUR RIGHT, cabin: true
2021-10-02 22:25:13.132 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 414 TURN RIGHT HEADING 150, cabin: true
2021-10-02 22:25:14.143 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 48, cabin: true
2021-10-02 22:25:17.067 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: HEADING 150 AT 5 3 4, cabin: true
2021-10-02 22:25:36.191 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 414 AH BEECH MAINTAIN 3000 TILL ESTABLISHED ON APPROACH COURSE CLEARED RNAV RUNWAY 18, cabin: true
2021-10-02 22:25:37.993 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY 2000 TILL TUFFO 0 JOIN 18 RIGHT, cabin: true
2021-10-02 22:25:41.121 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 64, cabin: true
2021-10-02 22:25:45.821 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2649 RIGHT APPROACH, cabin: true
2021-10-02 22:25:56.303 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 414 MAINTAIN 17, cabin: true
2021-10-02 22:25:59.265 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: YOUR RADAR, cabin: true
2021-10-02 22:26:10.504 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 698 TURN RIGHT HEADING OF 090 DESCEND AND MAINTAIN 3000, cabin: true
2021-10-02 22:26:29.363 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2649 DESCEND AND MAINTAIN 4000 EXPECT DESCENT DOWN WIND, cabin: true
2021-10-02 22:26:40.189 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 698 AT 3000 REDUCE SPEED TO 1 7 0, cabin: true
2021-10-02 22:27:21.326 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 698 TURN RIGHT HEADING 150, cabin: true
2021-10-02 22:27:22.343 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SIOUX 418 RIGHT, cabin: true
2021-10-02 22:27:28.656 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2649 DESCEND AND MAINTAIN 3000, cabin: true
2021-10-02 22:27:29.026 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: JET SPEED, cabin: true
2021-10-02 22:27:49.683 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 4193 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:27:51.300 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: XOJET 74, cabin: true
2021-10-02 22:27:52.707 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: EXPECT 4000, cabin: true
2021-10-02 22:27:55.217 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 698, cabin: true
2021-10-02 22:27:58.073 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AH JUST MAINTAIN 3000, cabin: true
2021-10-02 22:27:59.111 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CLEARED RNAV, cabin: true
2021-10-02 22:28:00.194 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RIGHT APPROACH, cabin: true
2021-10-02 22:28:11.384 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 426 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 22:28:17.691 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 634, cabin: true
2021-10-02 22:28:21.991 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 1034 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 22:28:25.264 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 698 MAINTAIN 1, cabin: true
2021-10-02 22:28:27.557 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CONTACT TOWER, cabin: true
2021-10-02 22:28:37.229 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2649, cabin: true
2021-10-02 22:28:39.122 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: WIND 150 INTERCEPT, cabin: true
2021-10-02 22:28:40.357 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ALL RIGHT, cabin: true
2021-10-02 22:28:41.666 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 15, cabin: true
2021-10-02 22:29:06.880 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 44000, cabin: true
2021-10-02 22:29:10.119 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND 1484 TOWER 124.15, cabin: true
2021-10-02 22:29:18.827 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2649 BE COLD MAINTAIN 3000 TILL ESTABLISHED ON APPROACH COURSE CLEARED RNAV RUNWAY 18, cabin: true
2021-10-02 22:29:23.104 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: YOU YOU GET THAT TURN RIGHT, cabin: true
2021-10-02 22:29:32.259 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2193 DESCEND AND MAINTAIN 3000 TURN RIGHT HEADING 090, cabin: true
2021-10-02 22:29:33.866 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000 9, cabin: true
2021-10-02 22:29:37.450 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 426, cabin: true
2021-10-02 22:29:38.843 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4000, cabin: true
2021-10-02 22:29:40.322 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND MAINTAIN 4000, cabin: true
2021-10-02 22:29:51.451 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2193 AT 3000, cabin: true
2021-10-02 22:29:52.828 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SPEED TO 1 9 0, cabin: true
2021-10-02 22:29:54.837 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 193000, cabin: true
2021-10-02 22:29:58.813 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4649 YOURE CLEARED FOR THE, cabin: true
2021-10-02 22:30:00.927 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 20, cabin: true
2021-10-02 22:30:11.225 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 426 AT 4000 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:30:12.427 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4000, cabin: true
2021-10-02 22:30:16.545 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2193, cabin: true
2021-10-02 22:30:17.361 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 31 5, cabin: true
2021-10-02 22:30:23.584 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 1507 APPROACH FOR 18 RIGHT RIGHT, cabin: true
2021-10-02 22:30:26.812 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1034 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:30:31.895 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2649 CONTACT THE TOWER 1, cabin: true
2021-10-02 22:30:32.260 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 115, cabin: true
2021-10-02 22:30:33.845 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 9476, cabin: true
2021-10-02 22:30:38.677 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 393, cabin: true
2021-10-02 22:30:40.639 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MAINTAIN 3000, cabin: true
2021-10-02 22:30:46.774 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 4Q, cabin: true
2021-10-02 22:30:48.293 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CLEARED FOR TAKEOFF, cabin: true
2021-10-02 22:31:01.517 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 426 TURN RIGHT HEADING 150, cabin: true
2021-10-02 22:31:03.726 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 418 RIGHT MAINTAIN, cabin: true
2021-10-02 22:31:06.238 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 05 RIGHT, cabin: true
